Primary Identifier	gene_symbol	description	massspec_evidence	go_annotation_mitochondrial	gfp_evidence	organism_name	mtstargetp	mtsmitoprot	mtsmitofates	cellular_location	cellular_location_evidence	mito_sublocation	mito_sublocation_evidence
YLR393W	ATP10	"Assembly factor for the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrial inner membrane protein; interacts genetically with ATP6"	5	TRUE	4	S. cerevisiae S288C	0.615	0.938	0.52	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YKR070W		"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	5	FALSE	3	S. cerevisiae S288C	0.293	0.8532	0.339	mitochondrion	"MassSpec;GFP"	mitochondrial matrix/mitochondrial inner membrane	mass-spec
YER154W	OXA1	"Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel, activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals"	5	TRUE	3	S. cerevisiae S288C	0.966	0.993	0.999	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YDL044C	MTF2	"Mitochondrial protein that interacts with mitochondrial RNA polymerase; interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription"	5	TRUE	3	S. cerevisiae S288C	0.535	0.9483	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YBR120C	CBP6	"Mitochondrial protein required for translation of the COB mRNA; forms a complex with Cbp3p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked, downregulating COB mRNA translation"	5	TRUE	3	S. cerevisiae S288C	0.385	0.6357	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YBR122C	MRPL36	"Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region"	5	TRUE	3	S. cerevisiae S288C	0.67	0.9803	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YKL167C	MRP49	"Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation"	5	TRUE	3	S. cerevisiae S288C	0.609	0.9403	0.262	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	Gene Ontology
YNL169C	PSD1	"Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space"	5	TRUE	3	S. cerevisiae S288C	0.807	0.9679	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YBL038W	MRPL16	"Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L16 ribosomal protein; synthetically lethal with hac1 mutant suggesting a role in the maturation of secretory proteins"	5	TRUE	3	S. cerevisiae S288C	0.426	0.8835	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YNL284C	MRPL10	"Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels"	5	TRUE	3	S. cerevisiae S288C	0.564	0.9865	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YCR003W	MRPL32	"Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress"	5	TRUE	3	S. cerevisiae S288C	0.12	0.8761	0.14	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YJL096W	MRPL49	Mitochondrial ribosomal protein of the large subunit	5	TRUE	3	S. cerevisiae S288C	0.767	0.9934	0.77	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YJL063C	MRPL8	Mitochondrial ribosomal protein of the large subunit	5	TRUE	3	S. cerevisiae S288C	0.41	0.8341	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YGR076C	MRPL25	"Mitochondrial ribosomal protein of the large subunit; mutation confers increased replicative lifespan"	5	TRUE	3	S. cerevisiae S288C	0.394	0.6862	0.202	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YJL054W	TIM54	"Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane"	5	TRUE	3	S. cerevisiae S288C	0.125	0.6863	0.007	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YPR125W	YLH47	"Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome"	5	TRUE	3	S. cerevisiae S288C	0.822	0.9004	0.793	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;Matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YGR215W	RSM27	Mitochondrial ribosomal protein of the small subunit	5	TRUE	3	S. cerevisiae S288C	0.247	0.0367	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPL097W	MSY1	Mitochondrial tyrosyl-tRNA synthetase	5	TRUE	3	S. cerevisiae S288C	0.815	0.8476	0.996	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YJL104W	PAM16	"Subunit of the import motor (PAM complex); the PAM complex is a  component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain"	5	TRUE	3	S. cerevisiae S288C	0.301	0.8623	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YHR199C	AIM46	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"	5	TRUE	3	S. cerevisiae S288C	0.635	0.9335	0.5	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YBR085W	AAC3	"Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Aac1p; has roles in maintenance of viability and in respiration; AAC3 has a paralog, PET9, that arose from the whole genome duplication"	5	TRUE	3	S. cerevisiae S288C	0.102	0.045	0.031	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YCR046C	IMG1	"Mitochondrial ribosomal protein of the large subunit; required for respiration and for maintenance of the mitochondrial genome"	5	TRUE	3	S. cerevisiae S288C	0.873	0.9887	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPR067W	ISA2	"Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa1p and possibly Iba57p; localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations"	5	TRUE	3	S. cerevisiae S288C	0.863	0.9894	0.833	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial intermembrane space;mitochondrial matrix"	"mass-spec;Gene Ontology"
YDL120W	YFH1	"Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia"	5	TRUE	3	S. cerevisiae S288C	0.893	0.9949	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial matrix"	"mass-spec;Gene Ontology"
YGL018C	JAC1	"Specialized J-protein that functions in Fe-S cluster biogenesis; functions with Hsp70 in Fe-S cluster biogenesis in mitochondria; involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix"	5	TRUE	3	S. cerevisiae S288C	0.645	0.8984	0.697	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial matrix"	"mass-spec;Gene Ontology"
YGR255C	COQ6	"Putative flavin-dependent monooxygenase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; human COX6 can rescue a yeast cox6 mutant and is implicated in steroid-resistant nephrotic syndrome (SRNS)"	5	TRUE	3	S. cerevisiae S288C	0.816	0.9835	0.997	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YBR003W	COQ1	"Hexaprenyl pyrophosphate synthetase; catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis"	5	TRUE	3	S. cerevisiae S288C	0.869	0.9107	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YGR021W		"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	5	FALSE	2	S. cerevisiae S288C	0.882	0.8946	0.952	mitochondrion	"MassSpec;GFP"	mitochondrial matrix	mass-spec
YNR040W		"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	5	FALSE	2	S. cerevisiae S288C	0.475	0.1242	0.033	mitochondrion	"MassSpec;GFP"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YMR115W	MGR3	"Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"	5	TRUE	2	S. cerevisiae S288C	0.917	0.9725	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YGL080W	MPC1	"Highly conserved subunit of the mitochondrial pyruvate carrier; a mitochondrial inner membrane complex comprised of Mpc1p and either Mpc2p or Mpc3p mediates mitochondrial pyruvate uptake; null mutant displays slow growth that is complemented by expression of human or mouse ortholog; mutation in human ortholog is associated with lactic acidosis and hyperpyruvatemia"	5	TRUE	2	S. cerevisiae S288C	0.486	0.9132	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YIR021W	MRS1	"Splicing protein; required for splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA; MRS1 has a paralog, CCE1, that arose from the whole genome duplication"	5	TRUE	2	S. cerevisiae S288C	0.296	0.8449	0.218	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YMR023C	MSS1	"Mitochondrial protein; forms a heterodimer complex with Mto1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; similar to human GTPBP3"	5	TRUE	2	S. cerevisiae S288C	0.95	0.9998	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YLR239C	LIP2	"Lipoyl ligase; involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups"	5	TRUE	2	S. cerevisiae S288C	0.904	0.9892	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YER053C	PIC2	"Mitochondrial copper and phosphate carrier; imports copper and inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature"	5	TRUE	2	S. cerevisiae S288C	0.065	0.0197	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YNL137C	NAM9	Mitochondrial ribosomal component of the small subunit	5	TRUE	2	S. cerevisiae S288C	0.726	0.9839	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YNL168C	FMP41	"Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	5	TRUE	2	S. cerevisiae S288C	0.292	0.8819	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YPR100W	MRPL51	Mitochondrial ribosomal protein of the large subunit	5	TRUE	2	S. cerevisiae S288C	0.759	0.9191	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	Gene Ontology
YML091C	RPM2	"Protein subunit of mitochondrial RNase P; has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus"	5	TRUE	2	S. cerevisiae S288C	0.72	0.472	0.996	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YNR018W	RCF2	"Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p, and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast"	5	TRUE	2	S. cerevisiae S288C	0.068	0.0343	0	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
